material_id,full_formula,icsd_ids,spacegroup.number,band_gap,run_type,cif,e_above_hull,elements
mp-1008776,Sr1C2,[236873],166,1.8008000000000002,GGA,"# generated using pymatgen
data_SrC2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.71078575
_cell_length_b   3.71078575
_cell_length_c   3.71078533
_cell_angle_alpha   85.43448185
_cell_angle_beta   85.43448185
_cell_angle_gamma   85.43449271
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrC2
_chemical_formula_sum   'Sr1 C2'
_cell_volume   50.63531174
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.59155800  0.59155800  0.59155800  1
  C  C2  1  0.40844200  0.40844200  0.40844200  1
",0.2014992318518516,"['Sr', 'C']"
mp-1008785,Ru1O2,"[236965, 290498, 236964]",225,0.7032999999999996,GGA,"# generated using pymatgen
data_RuO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.43453926
_cell_length_b   3.43453926
_cell_length_c   3.43453926
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RuO2
_chemical_formula_sum   'Ru1 O2'
_cell_volume   28.64774597
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ru  Ru0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.75000000  0.75000000  0.75000000  1
  O  O2  1  0.25000000  0.25000000  0.25000000  1
",0.18808010833333366,"['Ru', 'O']"
mp-1008786,Mg1Te1,[168346],225,0.6288999999999998,GGA,"# generated using pymatgen
data_MgTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.22788478
_cell_length_b   4.22788478
_cell_length_c   4.22788478
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgTe
_chemical_formula_sum   'Mg1 Te1'
_cell_volume   53.43852136
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  Te  Te1  1  0.50000000  0.50000000  0.50000000  1
",0.06541778249999997,"['Mg', 'Te']"
mp-1009127,Mg1O1,[248386],221,2.9211,GGA,"# generated using pymatgen
data_MgO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.66137000
_cell_length_b   2.66137000
_cell_length_c   2.66137000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgO
_chemical_formula_sum   'Mg1 O1'
_cell_volume   18.85019170
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.50000000  0.50000000  0.50000000  1
",0.7481655100000006,"['Mg', 'O']"
mp-1009129,Mg1O1,[166273],187,3.0230000000000006,GGA,"# generated using pymatgen
data_MgO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   2.93802090
_cell_length_b   2.93802090
_cell_length_c   2.67968000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00002034
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgO
_chemical_formula_sum   'Mg1 O1'
_cell_volume   20.03195059
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.33333300  0.66666700  0.50000000  1
",0.3375350800000003,"['Mg', 'O']"
mp-1009653,Ca1C2,[236872],166,2.0147999999999997,GGA,"# generated using pymatgen
data_CaC2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.53789617
_cell_length_b   3.53789617
_cell_length_c   3.53789642
_cell_angle_alpha   86.90081627
_cell_angle_beta   86.90081627
_cell_angle_gamma   86.90082215
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaC2
_chemical_formula_sum   'Ca1 C2'
_cell_volume   44.09526553
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.59820200  0.59820200  0.59820200  1
  C  C2  1  0.40179800  0.40179800  0.40179800  1
",0.2019240316666604,"['Ca', 'C']"
mp-1009730,Ca2Sn1,[191748],225,0.7772000000000001,GGA,"# generated using pymatgen
data_Ca2Sn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.35374303
_cell_length_b   5.35374303
_cell_length_c   5.35374303
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Sn
_chemical_formula_sum   'Ca2 Sn1'
_cell_volume   108.50695289
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75000000  0.75000000  0.75000000  1
  Ca  Ca1  1  0.25000000  0.25000000  0.25000000  1
  Sn  Sn2  1  0.00000000  0.00000000  0.00000000  1
",0.03054644166666698,"['Ca', 'Sn']"
mp-1009733,Ca2Si1,"[191746, 187352]",225,0.681,GGA,"# generated using pymatgen
data_Ca2Si
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.06912265
_cell_length_b   5.06912265
_cell_length_c   5.06912265
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Si
_chemical_formula_sum   'Ca2 Si1'
_cell_volume   92.10504095
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75000000  0.75000000  0.75000000  1
  Ca  Ca1  1  0.25000000  0.25000000  0.25000000  1
  Si  Si2  1  0.00000000  0.00000000  0.00000000  1
",0.013917427500000468,"['Ca', 'Si']"
mp-1009755,Ca2Ge1,[191747],225,0.6966999999999999,GGA,"# generated using pymatgen
data_Ca2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.10486973
_cell_length_b   5.10486973
_cell_length_c   5.10486973
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Ge
_chemical_formula_sum   'Ca2 Ge1'
_cell_volume   94.06736802
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75000000  0.75000000  0.75000000  1
  Ca  Ca1  1  0.25000000  0.25000000  0.25000000  1
  Ge  Ge2  1  0.00000000  0.00000000  0.00000000  1
",0.01635941999999968,"['Ca', 'Ge']"
mp-1009756,Ca2Pb1,[191749],225,0.7694999999999999,GGA,"# generated using pymatgen
data_Ca2Pb
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.40142465
_cell_length_b   5.40142465
_cell_length_c   5.40142465
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Pb
_chemical_formula_sum   'Ca2 Pb1'
_cell_volume   111.43201119
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.75000000  0.75000000  0.75000000  1
  Ca  Ca1  1  0.25000000  0.25000000  0.25000000  1
  Pb  Pb2  1  0.00000000  0.00000000  0.00000000  1
",0.036862366666666535,"['Ca', 'Pb']"
mp-1009792,Ru1C1,"[181771, 188286, 183170]",216,0.7149000000000001,GGA,"# generated using pymatgen
data_RuC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.22870613
_cell_length_b   3.22870613
_cell_length_c   3.22870613
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   RuC
_chemical_formula_sum   'Ru1 C1'
_cell_volume   23.79964930
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ru  Ru0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.25000000  0.25000000  0.25000000  1
",0.4535905099999997,"['Ru', 'C']"
mp-1009819,Sr1O1,"[248394, 187679, 181275]",221,2.7855000000000003,GGA,"# generated using pymatgen
data_SrO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.14170400
_cell_length_b   3.14170400
_cell_length_c   3.14170400
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrO
_chemical_formula_sum   'Sr1 O1'
_cell_volume   31.00957363
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1
  O  O1  1  0.50000000  0.50000000  0.50000000  1
",0.4153790150000001,"['Sr', 'O']"
mp-1009820,Sn1C1,[182365],216,0.6336999999999993,GGA,"# generated using pymatgen
data_SnC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.59678350
_cell_length_b   3.59678350
_cell_length_c   3.59678350
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SnC
_chemical_formula_sum   'Sn1 C1'
_cell_volume   32.90242382
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sn  Sn0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.25000000  0.25000000  0.25000000  1
",0.8082620900000004,"['Sn', 'C']"
mp-1009894,Zr1C1,[183162],216,0.5468999999999999,GGA,"# generated using pymatgen
data_ZrC
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.61059470
_cell_length_b   3.61059470
_cell_length_c   3.61059470
_cell_angle_alpha   60.00000000
_cell_angle_beta   60.00000000
_cell_angle_gamma   60.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrC
_chemical_formula_sum   'Zr1 C1'
_cell_volume   33.28290496
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.00000000  0.00000000  0.00000000  1
  C  C1  1  0.25000000  0.25000000  0.25000000  1
",0.6132600900000007,"['Zr', 'C']"
mp-1017439,Sr1Si1O3,[248973],221,2.4638,GGA,"# generated using pymatgen
data_SrSiO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.69890200
_cell_length_b   3.69890200
_cell_length_c   3.69890200
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SrSiO3
_chemical_formula_sum   'Sr1 Si1 O3'
_cell_volume   50.60791852
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sr  Sr0  1  0.00000000  0.00000000  0.00000000  1
  Si  Si1  1  0.50000000  0.50000000  0.50000000  1
  O  O2  1  0.00000000  0.50000000  0.50000000  1
  O  O3  1  0.50000000  0.50000000  0.00000000  1
  O  O4  1  0.50000000  0.00000000  0.50000000  1
",0.32426104199999184,"['O', 'Si', 'Sr']"
mp-1017510,Mg2Te2,[168349],194,0.8468999999999998,GGA,"# generated using pymatgen
data_MgTe
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.24445538
_cell_length_b   4.24445538
_cell_length_c   6.86366700
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.99999026
_symmetry_Int_Tables_number   1
_chemical_formula_structural   MgTe
_chemical_formula_sum   'Mg2 Te2'
_cell_volume   107.08553805
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.00000000  0.00000000  0.50000000  1
  Mg  Mg1  1  0.00000000  0.00000000  0.00000000  1
  Te  Te2  1  0.33333300  0.66666700  0.25000000  1
  Te  Te3  1  0.66666700  0.33333300  0.75000000  1
",0.04786106499999976,"['Mg', 'Te']"
