,prototype,spacegroup_orig,spacegroup_relax,Egap,Egap_fit,compound
2863,"Cu1Sb1Se2_ICSD_628999
",62,62,0.7345,1.90311,Cu4Sb4Se8
2864,"Cu1Sb1Se2_ICSD_418754
",62,62,0.7206,1.88437,Cu4Sb4Se8
2865,"In1Se1_ICSD_640490
",194,194,0.4294,1.49183,In4Se4
2866,"In1Se1_ICSD_640513
",194,194,0.4301,1.49277,In4Se4
2867,"In1Se1_ICSD_185172
",194,194,0.4332,1.49695,In4Se4
2868,"In1Se1_ICSD_640503
",187,187,0.6115,1.7373,In4Se4
2869,"In1Se1_ICSD_30377
",194,194,0.4632,1.53739,In4Se4
2870,"Mo1O3_ICSD_151750
",62,62,1.8224,3.3696,Mo4O12
2871,"Mo1O3_ICSD_644063
",62,62,1.8277,3.37674,Mo4O12
2872,"Mo1O3_ICSD_151751
",62,62,1.8574,3.41678,Mo4O12
2873,"Mo1O3_ICSD_644065
",62,62,1.8318,3.38227,Mo4O12
2874,"Mo1O3_ICSD_180590
",62,62,1.8407,3.39426,Mo4O12
2875,"Mo1O3_ICSD_644058
",62,62,1.852,3.4095,Mo4O12
2876,"Mo1O3_ICSD_76651
",62,62,1.8295,3.37917,Mo4O12
2877,"Ca3Fe2Ge3O12_ICSD_280047
",230,230,2.3365,4.0626,Ca12Fe8Ge12O48
2878,"Ca3Fe2Ge3O12_ICSD_28176
",230,230,2.3359,4.06179,Ca12Fe8Ge12O48
2879,"Gd1Lu3S6_ICSD_30073
",11,11,0.1191,1.07355,Gd2Lu6S12
2880,"Hg1P14Pb1_ICSD_639127
",62,62,1.3058,2.67322,Hg4P56Pb4
2881,"Cd1Cl2_ICSD_62202
",166,166,3.5878,5.74935,Cd1Cl2
2882,"Cd1Cl2_ICSD_30255
",166,166,3.5784,5.73668,Cd1Cl2
2883,"Cd1Cl2_ICSD_86440
",166,166,3.5512,5.70002,Cd1Cl2
2884,"I2O5_ICSD_182671
",14,14,2.6312,4.45986,I8O20
2885,"I2O5_ICSD_78387
",14,14,2.6746,4.51836,I8O20
2886,"I2O5_ICSD_27516
",14,14,2.6785,4.52362,I8O20
2887,"I2O5_ICSD_182672
",14,14,2.6454,4.479,I8O20
2888,"Dy2O3_ICSD_96208
",206,206,3.9277,6.20754,Dy16O24
2889,"Dy2O3_ICSD_630047
",206,206,3.9245,6.20323,Dy16O24
2890,"Dy2O3_ICSD_66736
",206,206,3.9311,6.21212,Dy16O24
2891,"Dy2O3_ICSD_180837
",206,206,3.9276,6.2074,Dy16O24
2892,"Dy2O3_ICSD_41269
",206,206,3.9303,6.21104,Dy16O24
2893,"Dy2O3_ICSD_185242
",206,206,3.9236,6.20201,Dy16O24
2894,"Dy2O3_ICSD_185606
",206,206,3.9278,6.20767,Dy16O24
2895,"Dy2O3_ICSD_184538
",206,206,3.9255,6.20457,Dy16O24
2896,"Dy2O3_ICSD_27994
",199,206,3.9236,6.20201,Dy16O24
2897,"Dy2O3_ICSD_630042
",206,206,3.9277,6.20754,Dy16O24
2898,"Dy2O3_ICSD_82421
",206,206,3.9262,6.20552,Dy16O24
2899,"Dy2O3_ICSD_61269
",206,206,3.929,6.20929,Dy16O24
2900,"H2_ICSD_28539
",139,123,,,H2
2901,"H2_ICSD_68271
",194,194,,,H2
2902,"H2_ICSD_28344
",194,194,,,H2
2903,"H2_ICSD_67425
",194,194,,,H2
2904,"H2_ICSD_56055
",194,194,,,H2
2905,"H2_ICSD_62007
",194,194,,,H2
2906,"H2O2_ICSD_41531
",92,92,4.0562,6.38076,H8O8
2907,"H2O2_ICSD_41532
",92,92,4.0333,6.34989,H8O8
2908,"H2O2_ICSD_34253
",92,92,4.4513,6.91335,H8O8
2909,"Cd1F2_ICSD_53982
",225,225,3.0496,5.02386,Cd1F2
2910,"Cd1F2_ICSD_28731
",225,225,3.0496,5.02386,Cd1F2
2911,"Cd1F2_ICSD_183500
",225,225,3.049,5.02305,Cd1F2
2912,"Cd1F2_ICSD_250165
",225,225,3.0496,5.02386,Cd1F2
2913,"Cd1F2_ICSD_28864
",225,225,3.0496,5.02386,Cd1F2
2914,"Cd1F2_ICSD_183499
",225,225,3.0542,5.03006,Cd1F2
2915,"Cd1S1_ICSD_620322
",225,225,0.4113,1.46743,Cd1S1
2916,"Cd1S1_ICSD_67789
",216,216,1.1887,2.51537,Cd1S1
2917,"Cd1S1_ICSD_186009
",216,216,1.1871,2.51321,Cd1S1
2918,"Cd1S1_ICSD_168373
",216,216,1.1883,2.51483,Cd1S1
2919,"Cd1S1_ICSD_620316
",225,225,0.4118,1.46811,Cd1S1
2920,"Cd1S1_ICSD_169188
",216,216,1.1898,2.51685,Cd1S1
2921,"Cd1S1_ICSD_183509
",216,216,1.1883,2.51483,Cd1S1
2922,"Cd1S1_ICSD_29278
",216,216,1.1888,2.5155,Cd1S1
2923,"Cd1S1_ICSD_181739
",216,216,1.1895,2.51645,Cd1S1
2924,"Cd1S1_ICSD_290009
",216,216,1.1859,2.51159,Cd1S1
2925,"Cd1S1_ICSD_620311
",216,216,1.1886,2.51523,Cd1S1
2926,"Cd1S1_ICSD_52825
",225,225,0.4116,1.46784,Cd1S1
2927,"Cd1S1_ICSD_620320
",225,225,0.4116,1.46784,Cd1S1
2928,"Cd1S1_ICSD_31075
",216,216,1.1886,2.51523,Cd1S1
2929,"Cd1S1_ICSD_81925
",216,216,1.1883,2.51483,Cd1S1
2930,"Cd1S1_ICSD_620315
",225,225,0.4117,1.46797,Cd1S1
2931,"Mg1Te2_ICSD_30390
",205,205,1.116,2.41737,Mg4Te8
2932,"Mg1Te2_ICSD_41733
",205,205,1.1082,2.40685,Mg4Te8
2933,"Mg1Te2_ICSD_642881
",205,205,1.1052,2.40281,Mg4Te8
2934,"Ca2F4_ICSD_246961
",166,166,7.1361,10.5325,Ca1F2
2935,"Ca1F2_ICSD_53978
",225,225,7.1318,10.5267,Ca1F2
2936,"Ca1F2_ICSD_40938
",225,225,7.1267,10.5198,Ca1F2
2937,"Ca1F2_ICSD_28730
",225,225,7.1319,10.5268,Ca1F2
2938,"Ca1F2_ICSD_181244
",225,225,7.1317,10.5265,Ca1F2
2939,"Ca1F2_ICSD_656448
",225,225,7.1318,10.5267,Ca1F2
2940,"Ca1F2_ICSD_60559
",225,225,7.1319,10.5268,Ca1F2
2941,"Ca1F2_ICSD_82707
",225,225,7.1319,10.5268,Ca1F2
2942,"Ca1F2_ICSD_60368
",225,225,7.1318,10.5267,Ca1F2
2943,"Ca1F2_ICSD_60369
",225,225,7.1318,10.5267,Ca1F2
2944,"Ca1F2_ICSD_60371
",225,225,7.1315,10.5263,Ca1F2
2945,"Ca1F2_ICSD_44937
",225,225,7.1318,10.5267,Ca1F2
2946,"Ca1F2_ICSD_52754
",225,225,7.1318,10.5267,Ca1F2
2947,"Ca1F2_ICSD_76045
",225,225,7.1318,10.5267,Ca1F2
2948,"Ca1F2_ICSD_44618
",225,225,7.1316,10.5264,Ca1F2
2949,"Ca1F2_ICSD_655133
",225,225,7.1319,10.5268,Ca1F2
2950,"Ca1F2_ICSD_41413
",225,225,7.1318,10.5267,Ca1F2
2951,"Ca1F2_ICSD_60370
",225,225,7.1316,10.5264,Ca1F2
2952,"Ca1F2_ICSD_51237
",123,123,5.136,7.83633,Ca1F2
2953,"Nd2O3_ICSD_169442
",164,164,3.6536,5.83805,Nd2O3
2954,"Nd2O3_ICSD_645656
",164,164,3.636,5.81433,Nd2O3
2955,"Nd2O3_ICSD_96199
",164,164,3.6677,5.85706,Nd2O3
2956,"Nd2O3_ICSD_28180
",164,164,3.6219,5.79532,Nd2O3
2957,"Nd2O3_ICSD_645658
",164,164,3.6358,5.81406,Nd2O3
2958,"Nd2O3_ICSD_26867
",150,65,1.7876,3.32268,Nd2O3
2959,"Nd2O3_ICSD_160208
",164,164,3.659,5.84533,Nd2O3
2960,"Nd2O3_ICSD_32514
",164,164,3.6283,5.80395,Nd2O3
2961,"Nd2O3_ICSD_184526
",164,164,3.6457,5.8274,Nd2O3
2962,"Nd2O3_ICSD_645659
",164,164,3.6538,5.83832,Nd2O3
2963,"Nd2O3_ICSD_645663
",164,164,3.6295,5.80557,Nd2O3
2964,"H3I3N2_ICSD_27416
",11,11,0.778,1.96174,H6I6N4
2965,"Al1Cl1O1_ICSD_27812
",65,65,2.3992,4.14712,Al2Cl2O2
2966,"B2F4_ICSD_27867
",14,14,4.877,7.4872,B4F8
2967,"N2O4_ICSD_52347
",204,204,2.8821,4.79807,N6O12
2968,"N2O4_ICSD_201141
",204,204,2.8047,4.69374,N6O12
2969,"N2O4_ICSD_29047
",204,204,2.8262,4.72272,N6O12
2970,"N2O4_ICSD_201142
",204,204,2.8247,4.7207,N6O12
2971,"N2O4_ICSD_201140
",204,204,2.8109,4.70209,N6O12
2972,"N2O4_ICSD_31175
",199,199,1.0242,2.29362,N6O12
2973,"Ba1N2O4_ICSD_29510
",19,19,2.3744,4.11369,Ba4N8O16
2974,"Ag1Cl1O3_ICSD_30227
",87,87,3.3003,5.3618,Ag4Cl4O12
2975,"Ba3Ni1O4_ICSD_30662
",167,167,2.1708,3.83924,Ba6Ni2O8
2976,"H2O2_ICSD_41531
",92,92,4.0562,6.38076,H8O8
2977,"H2O2_ICSD_41532
",92,92,4.0333,6.34989,H8O8
2978,"H2O2_ICSD_34253
",92,92,4.4513,6.91335,H8O8
2979,"H3N1_ICSD_84461
",198,198,4.3318,6.75227,H12N4
2980,"H3N1_ICSD_300149
",198,198,4.1792,6.54656,H12N4
2981,"H3N1_ICSD_638341
",198,198,4.2302,6.61531,H12N4
2982,"H3N1_ICSD_29321
",198,198,4.3281,6.74728,H12N4
2983,"Li1Nb1O3_ICSD_28297
",161,161,3.4222,5.52613,Li2Nb2O6
2984,"Li1Nb1O3_ICSD_164260
",161,161,3.4595,5.57641,Li2Nb2O6
2985,"Li1Nb1O3_ICSD_169697
",161,161,3.448,5.5609,Li2Nb2O6
2986,"Li1Nb1O3_ICSD_155360
",161,161,3.4555,5.57101,Li2Nb2O6
2987,"Li1Nb1O3_ICSD_28298
",161,161,3.4222,5.52613,Li2Nb2O6
2988,"Li1Nb1O3_ICSD_84578
",161,161,3.4462,5.55848,Li2Nb2O6
2989,"Li1Nb1O3_ICSD_169694
",167,167,2.6867,4.53467,Li2Nb2O6
2990,"Li1Nb1O3_ICSD_167130
",161,161,3.4247,5.5295,Li2Nb2O6
2991,"Li1Nb1O3_ICSD_169692
",167,167,2.6827,4.52928,Li2Nb2O6
2992,"Li1Nb1O3_ICSD_169696
",161,161,3.4422,5.55309,Li2Nb2O6
2993,"Li1Nb1O3_ICSD_90744
",167,167,2.6881,4.53656,Li2Nb2O6
2994,"Li1Nb1O3_ICSD_28296
",161,161,3.4319,5.5392,Li2Nb2O6
2995,"Li1Nb1O3_ICSD_28300
",161,161,3.36,5.44228,Li2Nb2O6
2996,"Li1Nb1O3_ICSD_35014
",161,161,3.4461,5.55834,Li2Nb2O6
2997,"Li1Nb1O3_ICSD_74469
",161,161,3.439,5.54877,Li2Nb2O6
2998,"Li1Nb1O3_ICSD_415526
",161,161,3.4599,5.57695,Li2Nb2O6
2999,"Li1Nb1O3_ICSD_28302
",161,161,3.4203,5.52356,Li2Nb2O6
3000,"Li1Nb1O3_ICSD_28294
",161,161,3.463,5.58112,Li2Nb2O6
3001,"Li1Nb1O3_ICSD_169695
",161,161,3.4466,5.55902,Li2Nb2O6
3002,"Li1Nb1O3_ICSD_28299
",161,161,3.4137,5.51467,Li2Nb2O6
3003,"Li1Nb1O3_ICSD_164933
",161,161,3.4709,5.59177,Li2Nb2O6
3004,"Li1Nb1O3_ICSD_90745
",161,161,3.4245,5.52923,Li2Nb2O6
3005,"Li1Nb1O3_ICSD_155361
",161,161,3.4007,5.49714,Li2Nb2O6
3006,"Li1Nb1O3_ICSD_109458
",161,161,3.4521,5.56643,Li2Nb2O6
3007,"Li1Nb1O3_ICSD_28295
",161,161,3.446,5.55821,Li2Nb2O6
3008,"Li1Nb1O3_ICSD_169693
",167,167,2.6826,4.52914,Li2Nb2O6
3009,"Li1Nb1O3_ICSD_61118
",161,161,3.4242,5.52882,Li2Nb2O6
3010,"Li1Nb1O3_ICSD_90743
",167,167,2.6824,4.52888,Li2Nb2O6
3011,"Li1Nb1O3_ICSD_90746
",161,161,3.4091,5.50847,Li2Nb2O6
3012,"Li1Nb1O3_ICSD_28301
",161,161,3.3808,5.47032,Li2Nb2O6
3013,"Li1Nb1O3_ICSD_94493
",161,161,3.4447,5.55646,Li2Nb2O6
3014,"Li1Nb1O3_ICSD_94492
",161,161,3.4318,5.53907,Li2Nb2O6
3015,"Na1Nb1O2_ICSD_300244
",194,194,1.4302,2.84091,Na2Nb2O4
3016,"Na1Nb1O2_ICSD_73111
",194,194,1.4292,2.83956,Na2Nb2O4
3017,"Na1Nb1O2_ICSD_29282
",194,194,1.4329,2.84455,Na2Nb2O4
3018,"Ba1Ge4O9_ICSD_83734
",150,150,3.0024,4.96024,Ba3Ge12O27
3019,"Ba1Ge4O9_ICSD_28203
",150,150,3.0076,4.96724,Ba3Ge12O27
3020,"Ba1Ge4O9_ICSD_15674
",143,143,3.0091,4.96927,Ba3Ge12O27
3021,"Ag3As1S3_ICSD_604738
",161,161,1.4067,2.80923,Ag6As2S6
3022,"Ag3As1S3_ICSD_61806
",161,161,1.409,2.81233,Ag6As2S6
3023,"Ag3As1S3_ICSD_61804
",161,161,1.4258,2.83498,Ag6As2S6
3024,"Ag3As1S3_ICSD_61805
",161,161,1.3969,2.79602,Ag6As2S6
3025,"Ag3As1S3_ICSD_419203
",161,161,1.4076,2.81044,Ag6As2S6
3026,"Ag3As1S3_ICSD_64985
",161,161,1.43,2.84064,Ag6As2S6
3027,"Ag3As1S3_ICSD_38388
",161,161,1.4015,2.80222,Ag6As2S6
3028,"Ag3As1S3_ICSD_27841
",161,161,1.4241,2.83269,Ag6As2S6
3029,"C1_ICSD_28417
",166,166,0.0,0.0,C4
3030,"C1_ICSD_188336
",65,65,0.0,0.0,C4
3031,"C1_ICSD_182761
",139,139,2.4828,4.25981,C4
3032,"C1_ICSD_66465
",194,194,3.3424,5.41856,C4
3033,"C1_ICSD_27422
",194,194,3.3412,5.41694,C4
3034,"C1_ICSD_290661
",194,194,0.0,0.0,C4
3035,"C1_ICSD_76767
",194,194,0.0,0.0,C4
3036,"C1_ICSD_187640
",194,194,0.0,0.0,C4
3037,"C1_ICSD_53781
",194,194,0.0,0.0,C4
3038,"C1_ICSD_617290
",194,194,0.0,0.0,C4
3039,"C1_ICSD_426931
",194,194,0.0,0.0,C4
3040,"C1_ICSD_52230
",194,194,0.0,0.0,C4
3041,"C1_ICSD_31170
",186,194,0.0,0.0,C4
3042,"C1_ICSD_88822
",194,194,3.3412,5.41694,C4
3043,"C1_ICSD_187639
",227,227,0.0,0.0,C4
3044,"C1_ICSD_186176
",214,214,0.0,0.0,C4
3045,"C1_ICSD_187641
",214,214,0.0,0.0,C4
3046,"Al1Cu1S2_ICSD_165738
",122,122,2.0846,3.72304,Al2Cu2S4
3047,"Al1Cu1S2_ICSD_42124
",122,122,2.0826,3.72034,Al2Cu2S4
3048,"Al1Cu1S2_ICSD_607081
",122,122,2.0555,3.68381,Al2Cu2S4
3049,"Al1Cu1S2_ICSD_189083
",122,122,2.0502,3.67667,Al2Cu2S4
3050,"Al1Cu1S2_ICSD_187058
",122,122,2.0697,3.70296,Al2Cu2S4
3051,"Al1Cu1S2_ICSD_607072
",122,122,2.1043,3.7496,Al2Cu2S4
3052,"Al1Cu1S2_ICSD_28733
",122,122,2.0473,3.67276,Al2Cu2S4
3053,"Al1Cu1S2_ICSD_607074
",122,122,2.1048,3.75027,Al2Cu2S4
3054,"Al1Cu1S2_ICSD_603538
",122,122,2.1046,3.75,Al2Cu2S4
3055,"Al1Cu1S2_ICSD_607076
",122,122,2.0502,3.67667,Al2Cu2S4
3056,"Cu1N3_ICSD_30633
",88,88,1.7402,3.25879,Cu4N12
3057,"N2O5_ICSD_30638
",194,194,0.6579,1.79985,N4O10
3058,"N2O5_ICSD_30639
",194,194,0.6314,1.76413,N4O10
3059,"Gd2O3_ICSD_184594
",206,206,3.62,5.79276,Gd16O24
3060,"Gd2O3_ICSD_184595
",206,206,3.6209,5.79397,Gd16O24
3061,"Gd2O3_ICSD_160886
",206,206,3.622,5.79546,Gd16O24
3062,"Gd2O3_ICSD_168980
",206,206,3.6183,5.79047,Gd16O24
3063,"Gd2O3_ICSD_181377
",206,206,3.6248,5.79923,Gd16O24
3064,"Gd2O3_ICSD_165505
",206,206,3.6219,5.79532,Gd16O24
3065,"Gd2O3_ICSD_184593
",206,206,3.6239,5.79802,Gd16O24
3066,"Gd2O3_ICSD_40473
",206,206,3.6212,5.79438,Gd16O24
3067,"Gd2O3_ICSD_33652
",199,206,3.6254,5.80004,Gd16O24
3068,"Gd2O3_ICSD_183132
",206,206,3.6184,5.7906,Gd16O24
3069,"Gd2O3_ICSD_184536
",206,206,3.6218,5.79519,Gd16O24
3070,"Gd2O3_ICSD_184590
",206,206,3.6209,5.79397,Gd16O24
3071,"Gd2O3_ICSD_152449
",206,206,3.6256,5.80031,Gd16O24
3072,"Gd2O3_ICSD_94892
",206,206,3.6239,5.79802,Gd16O24
3073,"Gd2O3_ICSD_96207
",206,206,3.6282,5.80381,Gd16O24
3074,"Gd2O3_ICSD_636104
",206,206,3.6175,5.78939,Gd16O24
3075,"Gd2O3_ICSD_184592
",206,206,3.6189,5.79128,Gd16O24
3076,"Gd2O3_ICSD_150677
",206,206,3.6157,5.78696,Gd16O24
3077,"Gd2O3_ICSD_636112
",206,206,3.6218,5.79519,Gd16O24
3078,"Gd2O3_ICSD_27996
",199,206,3.6184,5.7906,Gd16O24
3079,"Al1As1O4_ICSD_29211
",152,152,3.8636,6.12113,Al3As3O12
3080,"Al1As1O4_ICSD_33836
",152,152,3.8691,6.12855,Al3As3O12
3081,"Al1As1O4_ICSD_33834
",152,152,3.8719,6.13232,Al3As3O12
3082,"Al1As1O4_ICSD_67230
",152,152,3.8732,6.13407,Al3As3O12
3083,"Al1As1O4_ICSD_67229
",152,152,3.8743,6.13556,Al3As3O12
3084,"Al1As1O4_ICSD_201774
",152,152,3.8764,6.13839,Al3As3O12
3085,"Al1As1O4_ICSD_67228
",152,152,3.8743,6.13556,Al3As3O12
3086,"Al1As1O4_ICSD_33835
",152,152,3.8685,6.12774,Al3As3O12
3087,"Al1As1O4_ICSD_33832
",152,152,3.8727,6.1334,Al3As3O12
3088,"Al1As1O4_ICSD_33254
",152,152,3.871,6.13111,Al3As3O12
3089,"Al1As1O4_ICSD_33255
",152,152,3.8733,6.13421,Al3As3O12
3090,"Ag1P1S3_ICSD_653748
",12,12,1.5177,2.95886,Ag2P2S6
3091,"K2S1_ICSD_412535
",63,63,2.0422,3.66589,K4S2
3092,"Ba1Ce1O3_ICSD_79628
",221,221,2.9608,4.90416,Ba1Ce1O3
3093,"Ba1Ce1O3_ICSD_29109
",221,221,2.9598,4.90281,Ba1Ce1O3
3094,"Ge1I2_ICSD_27674
",187,187,1.8006,3.34021,Ge1I2
3095,"Ag1I1_ICSD_56553
",186,186,2.0123,3.62558,Ag2I2
3096,"Ag1I1_ICSD_200104
",186,186,1.9941,3.60105,Ag2I2
3097,"Ag1I1_ICSD_15589
",186,186,2.0009,3.61021,Ag2I2
3098,"Ag1I1_ICSD_79678
",186,186,2.0035,3.61372,Ag2I2
3099,"Ag1I1_ICSD_31054
",186,186,2.0002,3.60927,Ag2I2
3100,"Ag1I1_ICSD_62791
",186,186,1.9987,3.60725,Ag2I2
3101,"Ag1I1_ICSD_200102
",186,186,1.998,3.6063,Ag2I2
3102,"Ag1I1_ICSD_62790
",186,186,1.9983,3.60671,Ag2I2
3103,"Ag1I1_ICSD_27845
",186,186,1.9938,3.60064,Ag2I2
3104,"Ag1I1_ICSD_62789
",186,186,2.0017,3.61129,Ag2I2
3105,"Ag1I1_ICSD_79677
",186,186,2.0031,3.61318,Ag2I2
3106,"Ag1I1_ICSD_63655
",186,186,2.0015,3.61102,Ag2I2
3107,"Ag1I1_ICSD_65063
",186,186,1.9997,3.6086,Ag2I2
3108,"Ag1I1_ICSD_62792
",186,186,1.9984,3.60684,Ag2I2
3109,"Ag1I1_ICSD_200103
",186,186,1.9939,3.60078,Ag2I2
3110,"Ag1I1_ICSD_161580
",186,186,2.0109,3.62369,Ag2I2
3111,"Ag1I1_ICSD_56557
",11,129,1.4666,2.88998,Ag2I2
3112,"Ag1I1_ICSD_56558
",11,11,1.4639,2.88634,Ag2I2
3113,"Ag1I1_ICSD_28230
",129,129,1.9774,3.57854,Ag2I2
3114,"B4Cl4_ICSD_27872
",137,137,3.331,5.40319,B8Cl8
3115,"Cu2Hg1I4_ICSD_25591
",121,121,0.9503,2.194,Cu2Hg1I4
3116,"Cu2Hg1I4_ICSD_33951
",121,121,0.9407,2.18106,Cu2Hg1I4
3117,"Cu2Hg1I4_ICSD_79679
",121,121,0.9403,2.18052,Cu2Hg1I4
3118,"Cu2Hg1I4_ICSD_30265
",111,111,0.6228,1.75253,Cu2Hg1I4
3119,"C1_ICSD_28417
",166,166,0.0,0.0,C4
3120,"C1_ICSD_188336
",65,65,0.0,0.0,C4
3121,"C1_ICSD_182761
",139,139,2.4828,4.25981,C4
3122,"C1_ICSD_66465
",194,194,3.3424,5.41856,C4
3123,"C1_ICSD_27422
",194,194,3.3412,5.41694,C4
3124,"C1_ICSD_290661
",194,194,0.0,0.0,C4
3125,"C1_ICSD_76767
",194,194,0.0,0.0,C4
3126,"C1_ICSD_187640
",194,194,0.0,0.0,C4
3127,"C1_ICSD_53781
",194,194,0.0,0.0,C4
3128,"C1_ICSD_617290
",194,194,0.0,0.0,C4
3129,"C1_ICSD_426931
",194,194,0.0,0.0,C4
3130,"C1_ICSD_52230
",194,194,0.0,0.0,C4
3131,"C1_ICSD_31170
",186,194,0.0,0.0,C4
3132,"C1_ICSD_88822
",194,194,3.3412,5.41694,C4
3133,"C1_ICSD_187639
",227,227,0.0,0.0,C4
3134,"C1_ICSD_186176
",214,214,0.0,0.0,C4
3135,"C1_ICSD_187641
",214,214,0.0,0.0,C4
3136,"C1_ICSD_88811
",67,191,0.0,0.0,C8
3137,"C1_ICSD_88815
",67,191,0.0,0.0,C8
3138,"C1_ICSD_186577
",65,65,3.3312,5.40346,C8
3139,"C1_ICSD_88816
",65,65,0.0,0.0,C8
3140,"C1_ICSD_88812
",65,65,0.0,0.0,C8
3141,"C1_ICSD_66466
",194,194,4.5299,7.01931,C8
3142,"C1_ICSD_182760
",12,12,3.489,5.61617,C8
3143,"C1_ICSD_88820
",206,206,2.4527,4.21924,C8
3144,"C1_ICSD_88819
",206,206,2.4499,4.21547,C8
3145,"C1_ICSD_88818
",206,206,2.4492,4.21452,C8
3146,"C8_ICSD_20351
",229,229,3.006,4.96509,C8
3147,"C1_ICSD_88821
",206,206,2.4526,4.2191,C8
3148,"C8_ICSD_74655
",206,206,2.4528,4.21937,C8
3149,"Cu1I1_ICSD_30363
",156,156,1.9885,3.5935,Cu6I6
3150,"Ag2Hg1I4_ICSD_6069
",82,82,1.506,2.94309,Ag2Hg1I4
3151,"Ag2Hg1I4_ICSD_150343
",82,82,1.5048,2.94147,Ag2Hg1I4
3152,"Ag2Hg1I4_ICSD_25592
",82,82,1.5156,2.95603,Ag2Hg1I4
3153,"Ag2Hg1I4_ICSD_30264
",111,111,1.3556,2.74035,Ag2Hg1I4
3154,"Cd1I2_ICSD_28383
",156,156,2.3319,4.0564,Cd13I26
3155,"Cd1I2_ICSD_108922
",156,156,2.27,3.97296,Cd13I26
3156,"Cd1I2_ICSD_42307
",156,156,2.2481,3.94344,Cd13I26
3157,"Cd1I2_ICSD_42288
",156,156,2.2568,3.95517,Cd13I26
3158,"Cd1I2_ICSD_28384
",156,156,2.2717,3.97525,Cd13I26
3159,"H2_ICSD_28539
",139,123,,,H2
3160,"H2_ICSD_68271
",194,194,,,H2
3161,"H2_ICSD_28344
",194,194,,,H2
3162,"H2_ICSD_67425
",194,194,,,H2
3163,"H2_ICSD_56055
",194,194,,,H2
3164,"H2_ICSD_62007
",194,194,,,H2
3165,"Bi2Pb2Se5_ICSD_30372
",164,164,0.494,1.57891,Bi2Pb2Se5
3166,"Cd1I2_ICSD_28383
",156,156,2.3319,4.0564,Cd13I26
3167,"Cd1I2_ICSD_108922
",156,156,2.27,3.97296,Cd13I26
3168,"Cd1I2_ICSD_42307
",156,156,2.2481,3.94344,Cd13I26
3169,"Cd1I2_ICSD_42288
",156,156,2.2568,3.95517,Cd13I26
3170,"Cd1I2_ICSD_28384
",156,156,2.2717,3.97525,Cd13I26
3171,"Ag2S1_ICSD_173999
",14,14,0.0,0.0,Ag8S4
3172,"Ag2S1_ICSD_262632
",14,14,0.4618,1.53551,Ag8S4
3173,"Ag2S1_ICSD_262637
",14,14,0.3929,1.44263,Ag8S4
3174,"Ag2S1_ICSD_262633
",14,14,0.0,0.0,Ag8S4
3175,"Ag2S1_ICSD_182916
",14,14,0.5335,1.63216,Ag8S4
3176,"Ag2S1_ICSD_30445
",14,14,0.5177,1.61086,Ag8S4
3177,"Ag2S1_ICSD_262634
",19,19,0.0,0.0,Ag8S4
3178,"Ag2S1_ICSD_262635
",19,19,0.0,0.0,Ag8S4
3179,"H2_ICSD_28539
",139,123,,,H2
3180,"H2_ICSD_68271
",194,194,,,H2
3181,"H2_ICSD_28344
",194,194,,,H2
3182,"H2_ICSD_67425
",194,194,,,H2
3183,"H2_ICSD_56055
",194,194,,,H2
3184,"H2_ICSD_62007
",194,194,,,H2
3185,"H2_ICSD_28465
",229,229,,,H1
3186,"Ba1Nb2O6_ICSD_39272
",14,14,2.6385,4.4697,Ba2Nb4O12
3187,"C1_ICSD_53780
",166,166,0.2261,1.21778,C2
3188,"C1_ICSD_29123
",166,166,0.2297,1.22264,C2
3189,"C1_ICSD_31829
",166,166,0.1642,1.13434,C2
3190,"C1_ICSD_28862
",227,227,4.1177,6.46366,C2
3191,"C1_ICSD_44100
",227,227,4.1178,6.46379,C2
3192,"C1_ICSD_53779
",227,227,4.1176,6.46352,C2
3193,"C1_ICSD_28860
",227,227,4.1177,6.46366,C2
3194,"C1_ICSD_67787
",227,227,4.1178,6.46379,C2
3195,"C1_ICSD_28863
",227,227,4.1177,6.46366,C2
3196,"C1_ICSD_28857
",227,227,4.1178,6.46379,C2
3197,"C1_ICSD_52054
",227,227,4.1177,6.46366,C2
3198,"C1_ICSD_44101
",227,227,4.1178,6.46379,C2
3199,"C1_ICSD_66464
",227,227,4.1178,6.46379,C2
3200,"C1_ICSD_28861
",227,227,4.1178,6.46379,C2
3201,"C1_ICSD_29151
",227,227,4.1177,6.46366,C2
3202,"C1_ICSD_76766
",227,227,4.1177,6.46366,C2
3203,"C1_ICSD_168170
",227,227,4.1179,6.46393,C2
3204,"C1_ICSD_28859
",227,227,4.1178,6.46379,C2
3205,"C1_ICSD_656475
",227,227,4.1177,6.46366,C2
3206,"C1_ICSD_182270
",227,227,4.1178,6.46379,C2
3207,"C1_ICSD_655131
",227,227,4.1177,6.46366,C2
3208,"C1_ICSD_29068
",227,227,4.1177,6.46366,C2
3209,"C1_ICSD_28858
",227,227,4.1178,6.46379,C2
3210,"C1_ICSD_182729
",227,227,4.1167,6.46231,C2
3211,"Er2O3_ICSD_33656
",199,206,3.9685,6.26254,Er16O24
3212,"Er2O3_ICSD_96210
",206,206,3.9685,6.26254,Er16O24
3213,"Er2O3_ICSD_27992
",199,206,3.9664,6.25971,Er16O24
3214,"Er2O3_ICSD_184540
",206,206,3.9627,6.25472,Er16O24
3215,"Er2O3_ICSD_186592
",206,206,3.9588,6.24946,Er16O24
